"ID","STOCK_ID","PRICERANGE_CODE","CATEGORY_ID","PRICE","CURRENCY","HEIGHT","WIDTH","DEPTH","DIMENSIONUNIT_CODE","IMAGE","SUPPLIER_ID","BASEUNIT_CODE","WEIGHT","WEIGHTUNIT_CODE","NAME","DESCRIPTION","CREATED_BYUSER","MODIFIED_BYUSER","CREATED_AT","MODIFIED_AT"
"HT-1040","5a09680c-d3fb-48e3-bde1-e700c3660858","3","dfd77145-ab64-4010-bbeb-5fe5ab1bcd0a","830.00","EUR","30.000","51.000","46.000","CM","image/HT-1040.jpg","85ea3706-07d2-4546-9de1-76a998e64f50","EA","32.000","KG","Laser Professional Eco","Print 2400 dpi image quality color documents at speeds of up to 32 ppm (color) or 36 ppm (monochrome), letter/A4. Powerful 500 MHz processor, 512MB of memory","randy.gordon@itelo.info","anna.lerch@itelo.info","2001-01-14T21:11:07","2017-12-06T14:09:13"
"HT-1041","a11444f9-aaa4-4b41-ad51-4f4ee7b0d4fc","2","dfd77145-ab64-4010-bbeb-5fe5ab1bcd0a","490.00","ARS","26.000","48.000","42.000","CM","image/HT-1041.jpg","5a5646b5-1a8f-4402-a639-ef67006ded96","EA","23.000","KG","Laser Basic","Up to 22 ppm color or 24 ppm monochrome A4/letter, powerful 500 MHz processor and 128MB of memory","carol.aranda@itelo.info","paul.burke@itelo.info","2001-08-27T00:01:09","2004-10-05T00:01:03"
"HT-1042","3496c9d9-08bd-4f24-af44-0d04852dcca2","2","dfd77145-ab64-4010-bbeb-5fe5ab1bcd0a","349.00","EUR","65.000","53.000","50.000","CM","image/HT-1042.jpg","ea942bee-5fd5-4db3-a7db-d2491930aee5","EA","17.000","KG","Laser Allround","Print up to 25 ppm letter and 24 ppm A4 color or monochrome, with a first-page-out-time of less than 13 seconds for monochrome and less than 15 seconds for color","michael.miller@itelo.info","peter.douglas@itelo.info","2001-07-04T18:03:04","2011-08-21T10:03:22"
"HT-1050","b49007b0-2d3d-4bba-904c-5577ed83d7ec","2","e00ca7eb-7baa-4287-be5c-91c6633ed567","139.00","RUB","28.000","41.000","41.000","CM","image/HT-1050.jpg","4f705851-d54a-4c63-919b-d6d890df0e26","EA","3.000","KG","Ultra Jet Super Color","4800 dpi x 1200 dpi - up to 35 ppm (mono) / up to 34 ppm (color) - capacity: 250 sheets - Hi-Speed USB, Ethernet","carol.aranda@itelo.info","anna.lerch@itelo.info","2001-08-03T13:00:22","2014-12-04T02:02:03"
"HT-1051","847576f5-e9af-4a7e-bfe1-aadbe3306232","1","e00ca7eb-7baa-4287-be5c-91c6633ed567","99.00","USD","25.000","46.000","32.000","CM","image/HT-1051.jpg","5b1c1577-8954-4e75-be25-1c6626e8ae08","EA","1.900","KG","Ultra Jet Mobile","1000 dpi x 1000 dpi - up to 35 ppm (mono) / up to 34 ppm (color) - capacity: 250 sheets - Hi-Speed USB - excellent dimensions for the small office","mary.watson@itelo.info","perezcf@itelo.info","2001-05-23T12:11:17","2017-07-24T17:09:07"
"HT-1052","c98b5ea1-1e64-43b0-9263-466046175370","2","e00ca7eb-7baa-4287-be5c-91c6633ed567","170.00","EUR","28.000","41.000","41.000","CM","image/HT-1052.jpg","857d21a7-dde6-42fd-b86e-632646097725","EA","18.000","KG","Ultra Jet Super Highspeed","4800 dpi x 1200 dpi - up to 35 ppm (mono) / up to 34 ppm (color) - capacity: 250 sheets - Hi-Speed USB2.0, Ethernet","carol.aranda@itelo.info","megan.wang@itelo.info","2001-10-01T17:11:11","2011-01-30T11:18:03"
"HT-1055","fe384d80-f267-4885-bc64-90a48258e943","1","bb0e6f63-8234-479b-b895-097526fc100f","99.00","EUR","29.000","55.000","45.000","CM","image/HT-1055.jpg","552004f4-48bc-4a15-bb20-4bf6689bcd80","EA","6.300","KG","Multi Print","1000 dpi x 1000 dpi - up to 16 ppm (mono) / up to 15 ppm (color)- capacity 80 sheets - scanner (216 x 297 mm, 1200dpi x 2400dpi)","karl.kessler@itelo.info","nora.dwyer@itelo.info","2001-01-05T18:04:01","2015-03-17T17:04:02"
"HT-1056","e92b488a-2877-479c-8af9-f6d053ebd154","2","bb0e6f63-8234-479b-b895-097526fc100f","119.00","JPY","22.000","51.000","41.300","CM","image/HT-1056.jpg","08b497e8-5071-4cd8-9738-6bcd950c0d0c","EA","4.300","KG","Multi Color","1200 dpi x 1200 dpi - up to 25 ppm (mono) / up to 24 ppm (color)- capacity 80 sheets - scanner (216 x 297 mm, 2400dpi x 4800dpi, high resolution)","sally.spring@itelo.info","carol.aranda@itelo.info","2001-07-24T00:14:23","2009-11-02T17:12:19"
"HT-1060","8a777282-5030-4199-9996-7ca7be99cf64","1","7c30ddff-dae4-4b67-a1aa-37e626e6293f","9.00","EUR","3.500","6.000","14.500","CM","image/HT-1060.jpg","a4236578-cadf-4b57-be9f-9ea88d37850e","EA","0.090","KG","Cordless Mouse","Cordless Optical USB Mice, Laptop, Color: Black, Plug&Play","hermann.hecker@itelo.info","john.smith@itelo.info","2001-11-25T04:03:13","2003-01-19T06:21:10"
"HT-1061","77d7cf2b-10b0-4d9e-82db-f72c4edcbec9","1","7c30ddff-dae4-4b67-a1aa-37e626e6293f","7.00","EUR","3.100","7.000","15.000","CM","image/HT-1061.jpg","59811918-1c74-482a-b338-8a8514b3d3fc","EA","0.090","KG","Speed Mouse","Optical USB, PS/2 Mouse, Color: Blue, 3-button-functionality (incl. Scroll wheel)","hermann.hecker@itelo.info","randy.gordon@itelo.info","2001-06-09T17:23:12","2005-02-22T03:09:00"
"HT-1062","8f34a5cd-28d3-4286-878b-ef480680f077","1","7c30ddff-dae4-4b67-a1aa-37e626e6293f","11.00","ARS","4.000","3.000","7.000","CM","image/HT-1062.jpg","bf6312e8-67f2-4951-8dec-8e05711b3d5f","EA","0.030","KG","Track Mouse","Optical USB Mouse, Color: Red, 5-button-functionality(incl. Scroll wheel), Plug&Play","nam.huik@itelo.info","anna.lerch@itelo.info","2001-10-18T08:03:10","2009-01-29T13:11:20"
"HT-1063","e7fccd62-937a-4cb8-984e-18a893e20486","1","c45a994f-22f5-48e7-87ce-49cee35f1c98","14.00","BRL","3.500","50.000","21.000","CM","image/HT-1063.jpg","fd590c10-e002-4ae1-9da3-0cb00ef29278","EA","2.100","KG","Ergonomic Keyboard","Ergonomic USB Keyboard for Desktop, Plug&Play","megan.wang@itelo.info","paul.burke@itelo.info","2001-06-09T17:01:10","2007-04-02T21:12:23"
"HT-1064","d4b5abc2-38e2-40f0-9e86-2cbb08ccea00","1","c45a994f-22f5-48e7-87ce-49cee35f1c98","16.00","CAD","3.000","52.000","25.000","CM","image/HT-1064.jpg","fa1d8a95-04b9-4919-8410-8bcb47f57a70","EA","1.800","KG","Internet Keyboard","Corded Keyboard with special keys for Internet Usability, USB","michael.miller@itelo.info","susan.summer@itelo.info","2001-08-15T07:02:18","2015-11-17T17:18:07"
"HT-1065","29b240d7-772e-4772-a258-f8e74232f3eb","1","c45a994f-22f5-48e7-87ce-49cee35f1c98","26.00","CHF","4.000","51.400","23.000","CM","image/HT-1065.jpg","eee09448-18e6-4c13-9b52-3b2c0feb58f4","EA","2.300","KG","Media Keyboard","Corded Ergonomic Keyboard with special keys for Media Usability, USB","al.wallace@itelo.info","perezcf@itelo.info","2001-03-01T00:07:03","2014-06-09T03:23:10"
"HT-1066","a2a8779a-5091-4aa8-866d-681926a497be","1","87f3647c-db73-4e29-bb79-8296c09c75ad","6.99","USD","0.200","15.000","6.000","CM","image/HT-1066.jpg","61f9ed74-87b7-46ef-a5d1-df377006b057","EA","80.000","G","Mousepad","Nice mouse pad with ITelO Logo","john.dash@itelo.info","sally.spring@itelo.info","2001-06-06T11:07:00","2016-12-24T10:18:16"
"HT-1067","db9b8065-1240-47c9-bb65-b8ba5ccfdae9","1","87f3647c-db73-4e29-bb79-8296c09c75ad","8.99","EUR","0.200","15.000","6.000","CM","image/HT-1067.jpg","11bd14bc-29cd-4aee-8f0d-d25ffe3b7e79","EA","80.000","G","Ergo Mousepad","Ergonomic mouse pad with ITelO Logo","walter.winter@itelo.info","nam.huik@itelo.info","2001-05-12T17:07:21","2007-01-31T19:10:01"
"HT-1068","4f5f845b-d54c-4c8b-b838-fd7746aab9a5","1","87f3647c-db73-4e29-bb79-8296c09c75ad","12.99","USD","0.600","24.000","24.000","CM","image/HT-1068.jpg","f7c7243d-c949-43ad-9f7a-c8e0f8e59fdd","EA","90.000","G","Designer Mousepad","ITelO Mousepad Special Edition","nam.huik@itelo.info","peter.douglas@itelo.info","2001-06-26T07:08:22","2004-02-21T04:20:22"
"HT-1069","7a63edec-710c-4e44-8d1f-76330f35173c","1","8c0b3b58-520f-4213-af29-fd14e69e81ff","14.00","JPY","3.000","6.000","6.000","CM","image/HT-1069.jpg","b1f5cdc5-f3ec-4f8c-81e2-589050f535ee","EA","45.000","G","Universal card reader","Universal card reader","john.smith@itelo.info","james.smith@itelo.info","2001-12-02T06:06:00","2002-07-12T11:02:23"
"HT-1070","ec52a77e-0205-4569-8d7e-f484d1f51ff1","1","921a4b80-3640-4c02-ab63-21df0ceffcd4","70.90","ARS","17.000","22.000","35.000","CM","image/HT-1070.jpg","b6009a0f-088c-4c1a-a306-9d66c7fb454d","EA","0.255","KG","Proctra X","Proctra X: PCI-E GDDR5 3072MB","sue.bay@itelo.info","kimuray@itelo.info","2001-02-05T10:06:19","2010-06-12T06:13:15"
"HT-1071","ba58b1ea-f085-4f7b-ba4f-0f0c11a9e019","1","921a4b80-3640-4c02-ab63-21df0ceffcd4","81.70","ZAR","17.000","22.000","35.000","CM","image/HT-1071.jpg","613cde46-b1ed-4d25-932d-09384c900aab","EA","0.300","KG","Gladiator MX","Gladiator XLN: PCI-E GDDR5 3072MB DVI Out, TV Out low-noise","sally.spring@itelo.info","karl.kessler@itelo.info","2001-03-27T06:22:05","2011-12-08T21:09:08"
"HT-1072","2aff3a16-0bfb-4baf-88a9-3041bc84dfd5","2","921a4b80-3640-4c02-ab63-21df0ceffcd4","101.20","USD","17.000","22.000","35.000","CM","image/HT-1072.jpg","c93083f2-a645-43f9-88c4-763fb3a37494","EA","0.400","KG","Hurricane GX","Hurricane GX: PCI-E 691 GFLOPS game-optimized","sue.bay@itelo.info","peter.douglas@itelo.info","2001-10-04T21:03:11","2013-02-07T19:09:18"
"HT-1073","c54b8354-2ff3-4623-a2e2-df083c3d96e8","2","921a4b80-3640-4c02-ab63-21df0ceffcd4","139.99","EUR","17.000","22.000","35.000","CM","image/HT-1073.jpg","1e230a29-eac9-456e-8b15-c5c5bfef6388","EA","0.400","KG","Hurricane GX/LN","Hurricane GX/LN: PCI-E 691 GFLOPS game-optimized, low-noise.","nam.huik@itelo.info","john.dash@itelo.info","2001-03-06T04:16:13","2016-12-04T13:19:06"
"HT-1080","8b51b577-3c9c-4e09-98f0-ea23786e49d7","2","a4d24254-a97d-4bf0-b5d9-b4cf5c6aea3b","129.00","INR","5.000","34.000","48.000","CM","image/HT-1080.jpg","7876000f-ce7d-436f-9c16-9a6a62775bfc","EA","2.300","KG","Photo Scan","Flatbed scanner - 9.600 × 9.600 dpi - 216 x 297 mm - Hi-Speed USB - Bluetooth","viola.gains@itelo.info","changf@itelo.info","2001-05-10T15:10:07","2014-08-18T06:14:03"
"HT-1081","cd33b84c-0fa6-49a2-9668-5d9f282d774e","1","a4d24254-a97d-4bf0-b5d9-b4cf5c6aea3b","89.00","PLN","7.000","31.000","43.000","CM","image/HT-1081.jpg","0938dd1a-b922-4ef9-81a8-07e14734980e","EA","2.400","KG","Power Scan","Flatbed scanner - 9.600 × 9.600 dpi - 216 x 297 mm - SCSI for backward compatibility","jonathan.east@itelo.info","walter.winter@itelo.info","2001-01-10T19:00:01","2008-05-22T08:04:21"
"HT-1082","513e97f4-56d5-4072-8041-cc496cd9893f","2","a4d24254-a97d-4bf0-b5d9-b4cf5c6aea3b","169.00","ARS","12.000","33.000","41.000","CM","image/HT-1082.jpg","8025a2a8-50e8-43a6-8f15-0384d5b23405","EA","3.200","KG","Jet Scan Professional","Flatbed scanner - Letter - 2400 dpi x 2400 dpi - 216 x 297 mm - add-on module","anna.lerch@itelo.info","susan.summer@itelo.info","2001-05-20T13:23:04","2011-04-17T10:20:00"
"HT-1083","307deb8c-6124-41b1-a871-666ea48049ab","2","a4d24254-a97d-4bf0-b5d9-b4cf5c6aea3b","189.00","CNY","10.000","35.000","40.000","CM","image/HT-1083.jpg","05d42e0a-0330-48ea-a915-22cc3c8efb3f","EA","3.200","KG","Jet Scan Professional","Flatbed scanner - A4 - 2400 dpi x 2400 dpi - 216 x 297 mm - add-on module","john.dash@itelo.info","peter.douglas@itelo.info","2001-12-15T18:11:14","2017-10-04T12:01:04"
"HT-1085","dd4c04d8-9ec3-4942-81bc-09d97ac2d696","4","bb0e6f63-8234-479b-b895-097526fc100f","1499.00","DKK","22.000","45.000","42.000","CM","image/HT-1085.jpg","12cc198b-1fbc-4c0b-9593-7decacf2a362","EA","23.200","KG","Copymaster","Copymaster","joanne.rush@itelo.info","ngoc@itelo.info","2001-07-04T14:09:15","2017-07-04T13:06:12"
"HT-1090","bea547e6-e87c-41ed-b980-2c80058769ee","1","50523400-c29a-4bcb-b2bd-e543391c19d7","39.00","EUR","16.000","12.000","10.000","CM","image/HT-1090.jpg","c3a0d611-42b5-4c66-b5b4-7deb19d2fb6b","EA","3.000","KG","Surround Sound","PC multimedia speakers - 5 Watt (Total)","clark.kent@itelo.info","jonathan.east@itelo.info","2001-06-02T06:17:07","2011-05-13T11:07:00"
"HT-1091","8fedc196-6e17-4d92-a384-d17e00cfb29b","1","50523400-c29a-4bcb-b2bd-e543391c19d7","26.00","EUR","17.500","13.000","11.000","CM","image/HT-1091.jpg","4691df68-1e06-41bd-83db-f9cfe85264db","EA","1.400","KG","Blaster Extreme","PC multimedia speakers - 10 Watt (Total) - 2-way","fisher.richard@itelo.info","ngoc@itelo.info","2001-10-05T06:17:21","2004-10-01T16:10:13"
"HT-1092","710f7a81-53b3-4875-926b-fbdbc2fd3c0e","1","50523400-c29a-4bcb-b2bd-e543391c19d7","45.00","EUR","18.100","12.400","10.400","CM","image/HT-1092.jpg","f68bae4d-7edf-4903-a03e-ee7db1750bdd","EA","2.100","KG","Sound Booster","PC multimedia speakers - optimized for Blutooth/A2DP","hermann.hecker@itelo.info","catherine.jones@itelo.info","2001-05-20T22:00:08","2002-10-22T22:11:15"
"HT-1095","70cdcd8a-ad7a-4141-a79c-1d6d8a6e4e9f","1","be732d11-5d5b-41c4-8404-a0397824c16a","49.00","USD","23.000","24.000","19.000","CM","image/HT-1095.jpg","f7c7243d-c949-43ad-9f7a-c8e0f8e59fdd","EA","80.000","G","Lovely Sound 5.1 Wireless","5.1 Headset, 40 Hz-20 kHz, Wireless","john.smith@itelo.info","perezcf@itelo.info","2001-01-10T13:21:07","2017-08-19T00:09:03"
"HT-1096","de95d434-a249-4f0b-a496-4dd3109ea0c5","1","be732d11-5d5b-41c4-8404-a0397824c16a","39.00","JPY","19.000","25.000","17.000","CM","image/HT-1096.jpg","b1f5cdc5-f3ec-4f8c-81e2-589050f535ee","EA","130.000","G","Lovely Sound 5.1","5.1 Headset, 40 Hz-20 kHz, 3m cable","karl.kessler@itelo.info","susan.summer@itelo.info","2001-08-11T07:05:23","2016-01-02T22:20:09"
"HT-1097","b13c8c4d-6a04-43c1-bf9f-d965ff687183","1","be732d11-5d5b-41c4-8404-a0397824c16a","29.00","ARS","19.700","21.300","2.400","CM","image/HT-1097.jpg","b6009a0f-088c-4c1a-a306-9d66c7fb454d","EA","60.000","G","Lovely Sound Stereo","5.1 Headset, 40 Hz-20 kHz, 1m cable","ngoc@itelo.info","sue.bay@itelo.info","2001-07-28T05:16:17","2003-06-13T04:11:15"
"HT-1100","8afc5560-0beb-4b25-a128-de6c4b721daf","1","33010c00-2f68-42ca-80d2-4dbf0da1c218","89.90","USD","2.100","15.000","6.500","CM","image/HT-1100.jpg","2b8fc053-48c9-4405-969f-d78a272d95cf","EA","1.200","KG","Smart Office","Complete package, 1 User, Office Applications (word processing, spreadsheet, presentations)","nora.dwyer@itelo.info","john.smith@itelo.info","2001-09-29T21:01:07","2011-03-29T11:09:03"
"HT-1101","10ca7135-8ab7-4598-80cf-2a0af1953749","1","33010c00-2f68-42ca-80d2-4dbf0da1c218","79.90","EUR","24.000","14.000","6.700","CM","image/HT-1101.jpg","1ef4c32f-cbe5-42b6-b4cb-d5d04dcf71a7","EA","0.800","KG","Smart Design","Complete package, 1 User, Image editing, processing","carol.aranda@itelo.info","fisher.richard@itelo.info","2001-04-27T22:19:00","2011-08-04T05:20:06"
"HT-1102","d9a7b304-a88c-4263-b7d1-995b03a0f472","1","33010c00-2f68-42ca-80d2-4dbf0da1c218","69.00","USD","27.000","16.000","6.000","CM","image/HT-1102.jpg","0a2b7819-6edb-4f61-82c6-35aae010b820","EA","0.800","KG","Smart Network","Complete package, 1 User, Network Software Utilities, Useful Applications and Documentation","joanne.rush@itelo.info","kimuray@itelo.info","2001-12-26T00:06:12","2002-04-11T08:20:08"
"HT-1103","f3270285-7c1d-4003-b645-4ce672b25006","1","33010c00-2f68-42ca-80d2-4dbf0da1c218","77.00","EUR","22.000","11.000","3.400","CM","image/HT-1103.jpg","4a449764-56da-490a-9bf8-1d83a70dabdc","EA","0.800","KG","Smart Multimedia","Complete package, 1 User, different Multimedia applications, playing music, watching DVDs, only with this Smart package","carol.aranda@itelo.info","viola.gains@itelo.info","2001-12-05T05:22:10","2016-04-11T11:08:16"
"HT-1104","8a61aded-e669-4936-bd56-81b549f46b1e","1","33010c00-2f68-42ca-80d2-4dbf0da1c218","55.00","JPY","30.000","10.000","3.000","CM","image/HT-1104.jpg","e242b05e-2387-48cd-b99a-71e151bec5be","EA","1.100","KG","Smart Games","Complete package, 1 User, various games for amusement, logic, action, jump&run","michael.miller@itelo.info","frank.brown@itelo.info","2001-09-24T00:12:06","2005-05-29T20:04:04"
"HT-1105","5774ca5f-5c28-49cf-9a40-5f223fdcc5ef","1","33010c00-2f68-42ca-80d2-4dbf0da1c218","29.00","EUR","21.000","16.000","4.000","CM","image/HT-1105.jpg","48f17066-7d6a-497e-96ed-737725f99b0b","EA","0.700","KG","Smart Internet Antivirus","Complete package, 1 User, highly recommended for internet users as anti-virus protection","viola.gains@itelo.info","peter.douglas@itelo.info","2001-07-04T18:17:09","2012-08-01T11:22:20"
"HT-1106","453a7aa5-177b-4eb7-91a2-3cba3be4cc42","1","33010c00-2f68-42ca-80d2-4dbf0da1c218","34.00","MXN","23.100","17.900","4.200","CM","image/HT-1106.jpg","97045a3f-8500-431e-84e9-00fab6137bdc","EA","0.900","KG","Smart Firewall","Complete package, 1 User, recommended for internet users, protect your PC against cyber-crime","maria.hicks@itelo.info","barbara.ingalls@itelo.info","2001-08-26T22:05:08","2011-05-26T15:11:14"
